Time,Temperature (° F),,,Dew Point (° F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (Hg),,
04-05-2020,93,83.3,72,77,64.4,55,100,57.8,28,10,4.6,0,26.9,26.9,26.8
05-05-2020,95,84.7,75,70,61.8,54,83,49.3,25,14,6.5,2,26.9,26.8,26.8
06-05-2020,91,80.8,73,75,68.1,59,100,68.2,34,16,6.1,0,26.9,26.8,26.8
07-05-2020,88,78.4,72,77,72.2,66,100,83.7,49,15,5.6,0,26.9,26.8,26.8
08-05-2020,91,81.9,73,75,69.3,61,100,68.8,36,7,3.6,0,26.9,26.8,26.8
09-05-2020,95,84.5,73,79,63.5,52,100,56,23,12,6.6,0,26.9,26.8,26.8
10-05-2020,95,84.2,73,75,59.1,45,100,49.2,19,13,6.3,0,26.9,26.8,26.8
11-05-2020,91,81.9,72,73,62.6,52,100,57.5,29,12,5,0,26.9,26.8,26.8
12-05-2020,91,80.8,72,77,64.9,48,100,65.8,23,14,6.9,2,26.9,26.8,26.8
13-05-2020,93,82.8,72,72,63.6,52,100,56,26,9,5.1,2,26.9,26.8,26.7
14-05-2020,93,83.1,73,77,66.3,54,100,62.9,28,12,6.4,1,26.8,26.8,26.7
15-05-2020,95,84,73,77,62.6,48,100,54.9,21,12,6.1,0,26.8,26.8,26.7
16-05-2020,90,82.5,73,73,65,57,100,59.1,35,10,5.5,0,26.8,26.8,26.7
17-05-2020,91,81.5,72,75,68.3,59,100,68.7,36,15,8.1,1,26.8,26.7,26.6
18-05-2020,88,78.4,70,75,71.1,64,100,81,48,20,13.2,6,26.8,26.7,26.6
19-05-2020,88,80.2,73,75,68.5,59,100,70.7,38,21,15.2,10,26.8,26.7,26.6
20-05-2020,91,81.5,72,73,65.2,59,100,61.6,34,16,12,5,26.8,26.7,26.7
21-05-2020,93,81.6,72,73,66.4,55,100,64.2,29,18,11.5,3,26.8,26.8,26.7
22-05-2020,93,83.3,72,73,64.8,55,100,58.2,28,14,9,2,26.8,26.8,26.7
23-05-2020,97,85.1,72,72,64.1,52,100,53.9,22,15,8.1,3,26.8,26.8,26.7
24-05-2020,93,80.7,73,73,68.2,59,100,68.2,32,15,8.4,3,26.9,26.8,26.7
25-05-2020,93,81.5,72,73,67.3,59,100,64.7,34,13,7.6,1,26.9,26.8,26.8
26-05-2020,91,79.4,72,73,70.5,64,100,77.4,41,15,8.3,1,26.9,26.8,26.8
27-05-2020,91,77.2,70,77,72.6,66,100,88.1,43,15,8.4,2,26.9,26.8,26.8
28-05-2020,91,79.4,70,77,69.8,64,100,76.3,41,17,9.8,3,26.8,26.8,26.7
29-05-2020,93,76.5,70,73,70.3,64,100,84.8,38,21,8.9,2,26.9,26.8,26.7
30-05-2020,88,76.7,70,73,71.3,64,100,85.9,46,21,5.2,0,26.9,26.8,26.8
31-05-2020,90,82.3,73,77,70.2,61,100,70.3,43,12,6.5,2,26.9,26.8,26.8
01-06-2020,88,78.4,72,75,71.4,66,100,80.9,49,14,8.5,5,26.9,26.8,26.8
02-06-2020,82,76.5,72,73,69.8,66,100,80.8,61,18,10.5,7,26.9,26.8,26.8
03-06-2020,84,76.7,72,72,69.3,64,100,79,51,23,13.2,8,26.9,26.8,26.8
04-06-2020,84,77.8,72,73,70.5,66,100,79.8,55,17,12.2,9,26.9,26.8,26.8
05-06-2020,86,78.5,72,73,68.5,63,100,74.1,45,16,11.2,7,26.9,26.8,26.7
06-06-2020,88,76.5,68,73,69.1,61,100,82.1,43,14,9.5,2,26.9,26.8,26.7
07-06-2020,86,76.6,70,73,69.9,63,100,82,45,17,10.8,2,26.9,26.8,26.7
08-06-2020,88,79.1,72,72,67.7,59,100,70.9,40,14,10.5,6,26.8,26.8,26.7
09-06-2020,88,78.4,72,73,69.1,64,100,75.6,46,17,11.8,9,26.8,26.8,26.7
10-06-2020,84,76.5,72,75,70.2,64,100,83.4,51,17,12.2,5,26.8,26.7,26.7
11-06-2020,82,73.7,70,72,69.8,63,100,89.3,51,20,13.9,8,26.8,26.7,26.6
12-06-2020,82,74.6,70,70,66.2,61,100,77.5,54,25,16.7,10,26.7,26.7,26.6
13-06-2020,82,74.6,70,75,70.6,66,100,89,58,21,13.6,8,26.8,26.7,26.7
14-06-2020,84,76.4,70,73,71,64,100,84.7,51,23,16.6,12,26.8,26.8,26.7
15-06-2020,84,77.7,72,73,69.5,64,100,78.1,51,25,15.9,9,26.8,26.7,26.7
16-06-2020,82,76.5,72,73,70.9,68,100,84.2,62,20,14.1,10,26.8,26.7,26.7
17-06-2020,82,75.5,72,73,70.4,66,100,85.1,58,21,13.9,0,26.8,26.8,26.7
18-06-2020,81,75.3,70,73,69.9,66,100,83.9,61,21,14.6,7,26.8,26.8,26.8
19-06-2020,86,77,70,75,69.8,64,100,81,48,23,13.7,9,26.9,26.8,26.7
20-06-2020,86,77,70,72,68.6,63,100,77.8,45,18,12.5,3,26.8,26.8,26.7
21-06-2020,84,75,68,73,69.7,64,100,85.8,51,20,12.2,3,26.8,26.8,26.7
22-06-2020,84,74.2,70,73,70.5,66,100,89.3,55,21,12.1,6,26.8,26.7,26.7
23-06-2020,88,77.1,70,73,69,63,100,78.8,43,14,9.2,1,26.8,26.8,26.7
24-06-2020,86,76.8,70,73,67.9,64,100,76.3,48,10,6.7,1,26.8,26.8,26.7
25-06-2020,84,74.4,68,75,69.7,66,100,87.3,55,10,5.7,1,26.8,26.7,26.6
26-06-2020,84,76.7,70,75,71.3,68,100,85,58,12,6.5,2,26.8,26.7,26.7
27-06-2020,82,76.3,70,75,72.6,70,100,89.3,66,13,7.4,0,26.8,26.7,26.7
28-06-2020,84,76.5,70,75,71.8,68,100,86.8,58,16,7.1,0,26.8,26.7,26.7
29-06-2020,84,76.3,72,75,72.6,68,100,89.4,58,12,6.1,0,26.8,26.7,26.6
30-06-2020,84,78,72,73,69.8,64,100,77.6,51,15,10.8,6,26.8,26.7,26.6
01-07-2020,84,77,70,73,70.3,66,100,81.5,55,18,12.2,5,26.8,26.7,26.7
02-07-2020,81,73.3,70,75,71.5,70,100,94.2,74,22,11.6,2,26.8,26.7,26.7
03-07-2020,82,74,70,75,70.1,64,100,89,54,20,12.9,7,26.8,26.7,26.7
04-07-2020,81,75.4,70,73,70.7,68,100,85.8,65,21,14.2,5,26.8,26.7,26.6
05-07-2020,82,75.7,70,72,70.8,66,100,85.4,58,20,13.8,10,26.8,26.7,26.6
06-07-2020,81,74.6,70,75,70.8,68,100,88.5,65,17,11.8,6,26.8,26.7,26.7
07-07-2020,82,74.8,70,73,70.6,66,100,88.4,61,23,13.1,7,26.8,26.8,26.7
08-07-2020,84,74.3,70,75,71,70,100,90.3,62,17,11.6,6,26.9,26.8,26.7
09-07-2020,84,74.3,70,75,71.6,68,100,92.6,62,15,9.3,3,26.8,26.8,26.7
10-07-2020,81,74.9,70,75,71.7,70,100,90.1,70,14,10.1,6,26.9,26.8,26.7
11-07-2020,84,77.3,70,73,69.5,64,100,79,51,14,9.4,6,26.8,26.8,26.7
12-07-2020,84,76.7,72,73,70.9,66,100,84.1,55,16,9.5,6,26.8,26.8,26.7
13-07-2020,84,76.2,70,73,70.2,64,100,83.3,54,15,8.3,3,26.8,26.7,26.7
14-07-2020,79,74.6,70,73,71.5,70,100,90.4,74,13,9.1,6,26.8,26.7,26.7
15-07-2020,81,73.5,70,75,71.7,70,100,94.5,70,16,11,7,26.8,26.7,26.6
16-07-2020,81,72.8,70,75,71.5,70,100,96.2,70,15,10.7,7,26.7,26.7,26.6
17-07-2020,81,74.2,70,73,71.7,70,100,92.6,70,21,12.9,7,26.8,26.7,26.7
18-07-2020,81,75.1,70,73,71.5,70,100,89.8,70,13,7.7,3,26.8,26.8,26.7
19-07-2020,82,74.7,68,77,72.4,68,100,93.3,66,9,5,0,26.8,26.8,26.7
20-07-2020,84,73.9,68,77,71.1,66,100,92.2,55,18,6.4,0,26.8,26.7,26.7
21-07-2020,86,77.5,68,73,69.8,63,100,79.7,45,9,6.1,0,26.8,26.8,26.7
22-07-2020,86,78.5,72,75,70.3,64,100,78.8,48,10,6.2,1,26.8,26.8,26.7
23-07-2020,86,75.9,68,75,70.5,66,100,85.8,51,10,4.4,0,26.8,26.8,26.7
24-07-2020,81,75.1,70,75,72.2,70,100,91.5,70,12,7.1,2,26.8,26.8,26.7
25-07-2020,84,74.7,68,73,69.7,64,100,86.1,54,18,9.5,5,26.9,26.8,26.8
26-07-2020,82,74.8,68,72,69.4,64,100,84.8,58,16,10.2,3,26.9,26.8,26.8
27-07-2020,84,74.6,66,73,69.7,64,100,86.5,51,17,8.9,2,26.9,26.8,26.8
28-07-2020,82,76.3,68,75,71.3,68,100,86,62,13,7.4,0,26.8,26.8,26.7
29-07-2020,77,73.2,70,75,72.8,70,100,99.1,89,10,6.7,2,26.8,26.7,26.7
30-07-2020,82,75.3,72,75,71.7,68,100,89.4,62,10,7,2,26.8,26.7,26.7
31-07-2020,84,77.1,72,75,71.3,66,100,83.6,55,15,10,5,26.8,26.7,26.7
01-08-2020,82,74.7,70,75,71.9,70,100,91.5,66,15,10.7,0,26.8,26.8,26.7
02-08-2020,84,74.5,70,72,68.8,64,100,84.7,51,22,15.2,7,26.8,26.7,26.7
03-08-2020,81,74.3,70,73,71.2,68,100,90.8,69,25,15.7,0,26.7,26.7,26.6
04-08-2020,77,70.7,0,73,69.1,0,100,92.7,0,25,17.4,0,26.7,26.1,0
05-08-2020,81,73.9,70,73,70.6,68,100,90.2,65,30,18.9,12,26.6,26.6,26.6
06-08-2020,84,75.6,72,75,71.8,68,100,88.9,58,25,15.8,10,26.7,26.7,26.6
07-08-2020,82,76.5,72,73,71.5,68,100,85.4,62,21,14.9,9,26.8,26.8,26.7
08-08-2020,82,75,70,73,70.7,66,100,87.3,62,18,13.8,7,26.8,26.8,26.7
09-08-2020,79,72.3,68,72,70.3,68,100,93.6,74,16,12.5,8,26.8,26.8,26.7
10-08-2020,79,72.5,68,72,69.9,68,100,91.4,74,18,13.1,9,26.8,26.8,26.7
11-08-2020,84,73.3,70,73,71,68,100,93.3,58,17,11.6,6,26.9,26.8,26.8
12-08-2020,81,74.1,70,75,71.2,68,100,91.9,65,22,13.2,3,26.9,26.8,26.8
13-08-2020,82,74.7,68,73,70.1,66,100,86.4,58,20,12.9,7,26.8,26.8,26.7
14-08-2020,79,73.1,68,72,69.1,66,100,87.6,69,20,13.4,8,26.8,26.7,26.7
15-08-2020,79,72.5,68,72,68,64,100,86.6,65,20,13.8,8,26.8,26.8,26.7
16-08-2020,73,71.1,68,72,69.9,68,100,95.3,88,18,12.3,8,26.8,26.8,26.7
17-08-2020,81,73.2,68,73,70.9,68,100,92.9,70,17,10.4,3,26.8,26.8,26.7
18-08-2020,79,73.8,68,72,70,68,100,88.3,69,20,12.6,9,26.8,26.8,26.7
19-08-2020,81,74.2,70,73,71.2,68,100,91.3,69,14,10.1,6,26.8,26.7,26.7
20-08-2020,79,73.2,68,73,71.2,68,100,93.8,74,17,10.5,6,26.8,26.8,26.7
21-08-2020,81,75,70,73,70.9,68,100,87.6,65,15,10.4,7,26.9,26.8,26.8
22-08-2020,84,76.7,70,75,70.9,66,100,84,55,14,9,5,26.9,26.8,26.8
23-08-2020,82,75.9,70,73,71.3,68,100,87.1,62,13,8.4,2,26.9,26.8,26.7
24-08-2020,84,75.5,68,75,71.2,66,100,87.8,55,12,6.5,1,26.9,26.8,26.8
25-08-2020,84,76.5,68,73,68.5,59,100,79,45,12,5.7,0,26.9,26.9,26.8
26-08-2020,84,76.8,70,73,69.3,66,100,79.6,55,10,5.7,2,26.9,26.8,26.8
27-08-2020,82,74.1,68,72,68.1,61,100,83.6,48,10,6.4,1,26.9,26.8,26.8
28-08-2020,86,76.6,68,70,65.2,57,100,71.2,40,12,7.2,2,26.8,26.8,26.7
29-08-2020,88,77.9,68,73,66.6,61,100,71.5,43,13,7.7,0,26.8,26.8,26.7
30-08-2020,88,77.1,70,73,68.3,63,100,77.6,45,14,7.5,0,26.9,26.8,26.7
31-08-2020,84,77.5,70,75,70.9,64,100,82.5,51,13,6,0,26.9,26.8,26.8
01-09-2020,82,73.5,68,77,71.6,68,100,94.6,65,15,4.7,0,26.9,26.8,26.8
02-09-2020,79,73.3,68,77,72.8,68,100,98.8,89,12,3.5,0,26.8,26.8,26.7
03-09-2020,84,74.8,68,77,71.8,68,100,91.8,62,13,3.5,0,26.8,26.8,26.7
04-09-2020,84,76.8,70,77,72.5,68,100,88.1,58,12,5.1,0,26.8,26.8,26.7
05-09-2020,84,76.7,72,77,72.9,70,100,89.1,66,12,4.6,0,26.8,26.8,26.7
06-09-2020,86,77.4,70,75,71.8,68,100,84.8,55,12,6.3,1,26.8,26.8,26.7
07-09-2020,84,75.9,70,73,70.6,66,100,84.9,55,15,8.1,1,26.9,26.8,26.7
08-09-2020,82,75.4,68,75,71.3,66,100,88.5,58,12,6.3,0,26.8,26.8,26.7
09-09-2020,84,73.7,68,77,71.1,68,100,92.7,62,13,5.6,0,26.8,26.8,26.7
10-09-2020,82,74.2,68,73,70.7,68,100,89.5,65,14,11.3,7,26.8,26.7,26.6
11-09-2020,79,73.1,68,73,70.4,68,100,91.4,69,18,12.4,8,26.8,26.8,26.7
12-09-2020,79,71.8,68,73,70.8,68,100,96.4,74,16,11.6,7,26.9,26.8,26.8
13-09-2020,77,71.2,68,73,70.4,68,100,97.6,78,15,10.8,5,26.9,26.8,26.8
14-09-2020,75,70.8,68,73,70.3,68,100,97.9,83,15,8.9,5,26.8,26.8,26.7
15-09-2020,79,73.7,68,73,70.8,68,100,91,69,16,10.9,6,26.8,26.8,26.7
16-09-2020,81,74,68,75,70.8,68,100,90.5,65,15,11,7,26.8,26.8,26.7
17-09-2020,82,73.6,70,73,70.7,68,100,91.3,62,15,9.7,0,26.8,26.8,26.7
18-09-2020,82,75,70,73,71.4,68,100,88.9,62,17,11.8,6,26.8,26.7,26.7
19-09-2020,79,73.2,68,73,70.8,68,100,92.9,74,16,12.5,5,26.8,26.7,26.6
20-09-2020,72,69.8,68,72,69.7,66,100,99.8,94,18,14.7,9,26.7,26.7,26.6
21-09-2020,81,73.1,68,73,69.2,66,100,89,61,26,15.9,9,26.7,26.7,26.6
22-09-2020,79,72.1,66,72,68.5,66,100,89.1,65,20,13.7,8,26.8,26.7,26.7
23-09-2020,82,73.8,66,70,65.9,63,100,78.9,54,20,12,3,26.9,26.8,26.7
24-09-2020,82,75.7,68,73,70.1,66,100,84.2,58,13,8,3,26.9,26.8,26.8
25-09-2020,84,75,70,73,70.7,66,100,88,58,13,7.8,3,26.9,26.8,26.8
26-09-2020,75,72.3,70,73,71.5,70,100,96.9,89,13,7.1,2,26.9,26.8,26.8
27-09-2020,79,73.5,68,73,69.9,68,100,89.4,69,13,5.9,0,26.9,26.8,26.8
28-09-2020,82,73.7,0,75,69,0,100,84.7,0,10,4.9,0,26.9,26.2,0
29-09-2020,82,72.8,66,75,70.8,66,100,94.1,66,13,5.8,0,26.9,26.8,26.7
30-09-2020,79,73.5,66,75,70.6,66,100,91.3,69,12,6.4,2,26.8,26.8,26.7
01-10-2020,81,73.4,68,73,69.9,68,100,89.6,65,15,6.9,1,26.9,26.8,26.7
02-10-2020,82,75.2,68,73,70.5,66,100,87,58,10,5.9,1,26.8,26.8,26.7
03-10-2020,81,74.6,68,73,71,68,100,89.5,65,13,8.1,0,26.9,26.8,26.8
04-10-2020,81,73.3,66,70,67.8,64,100,84.5,58,15,10.1,6,26.9,26.8,26.8
05-10-2020,82,73.7,66,73,68.7,66,100,86.2,58,12,6.7,0,26.9,26.8,26.8
06-10-2020,86,76.3,68,73,69.1,64,100,81.2,48,9,5.2,0,26.9,26.8,26.7
07-10-2020,84,76.2,70,75,70.6,66,100,84.7,55,12,4.6,0,26.9,26.8,26.8
08-10-2020,86,77.4,68,73,69,61,100,78.8,43,8,3.9,0,26.9,26.8,26.7
09-10-2020,84,74.5,68,75,71.3,66,100,91.2,55,15,5.3,0,26.9,26.8,26.7
10-10-2020,82,73.6,68,72,70.4,68,100,90.4,65,13,6.1,0,26.8,26.8,26.7
11-10-2020,75,71.3,68,75,71.1,68,100,99.3,94,12,6.8,1,26.8,26.7,26.7
12-10-2020,79,72,68,73,70.5,68,100,95.1,74,16,8.6,1,26.8,26.7,26.6
13-10-2020,75,71.8,68,73,70.7,68,100,95.7,83,17,12.8,6,26.7,26.7,26.6
14-10-2020,79,72.2,68,72,69.3,68,100,91,69,21,14,9,26.8,26.7,26.6
15-10-2020,81,71.4,0,72,66.3,0,100,82.9,0,17,9.7,0,26.8,26.1,0
16-10-2020,82,74.2,66,72,67.6,64,100,82.2,54,10,5.3,0,26.8,26.7,26.7
17-10-2020,84,74.1,68,72,68,63,100,83.7,48,8,2.9,0,26.8,26.8,26.7
18-10-2020,79,74,70,73,71.5,68,100,92.5,69,7,2.9,0,26.8,26.8,26.7
19-10-2020,81,74.3,70,75,72.1,70,100,93.5,70,12,4.3,0,26.8,26.8,26.7
20-10-2020,77,72,70,75,71.7,70,100,99.2,89,6,2.5,0,26.8,26.8,26.7
21-10-2020,79,72.3,70,75,71.6,70,100,97.9,78,9,3.4,0,26.9,26.8,26.7
22-10-2020,81,72.8,70,75,71.7,70,100,96.7,74,13,6.7,1,26.8,26.8,26.7
23-10-2020,82,71.4,64,75,69.2,64,100,93.6,62,15,6.9,2,26.9,26.8,26.7
24-10-2020,82,73.3,64,73,68.7,64,100,86.9,58,9,2.8,0,26.9,26.8,26.8
25-10-2020,84,74.5,68,73,68.1,63,100,83.2,48,9,3,0,26.9,26.9,26.8
26-10-2020,82,73.2,64,73,64.3,59,100,77.2,45,8,3.1,0,26.9,26.9,26.8
27-10-2020,82,73,64,72,64.1,55,100,77.3,39,10,3.1,0,26.9,26.9,26.8
28-10-2020,81,72.3,63,72,62.4,55,100,75,42,10,3.5,0,26.9,26.9,26.8
29-10-2020,77,70.8,64,68,62.6,57,100,76.2,57,13,4.4,0,26.9,26.9,26.8
30-10-2020,81,72.3,64,68,61.3,54,100,72.7,39,9,3.2,0,26.9,26.9,26.8
31-10-2020,84,75.6,64,70,63.6,59,100,69.2,42,8,4.2,0,26.9,26.9,26.8
01-11-2020,84,74.9,64,72,65.6,59,100,76.5,42,7,1.7,0,26.9,26.9,26.8
02-11-2020,84,74.4,66,73,66.2,59,100,78.9,42,6,1.9,0,27,26.9,26.8
03-11-2020,84,70.6,0,73,64.3,0,100,79,0,9,3.1,0,27,25.8,0
04-11-2020,82,74.4,66,73,69.9,66,100,87.5,58,8,3.4,0,27,26.9,26.8
05-11-2020,82,75,70,73,70.2,66,100,86.7,58,10,5.3,0,27,26.9,26.8
06-11-2020,84,71.7,0,73,67,0,100,83.1,0,13,5.8,0,27,25.8,0
07-11-2020,84,74.6,68,73,68.7,63,100,84.4,48,12,6.4,2,27,27,26.9
08-11-2020,70,68.6,68,70,68.6,68,100,100,100,7,2.3,0,27,26.9,26.9
09-11-2020,82,71,59,70,63.2,57,100,79.8,45,10,4.7,0,27,26.9,26.9
10-11-2020,82,68.8,59,63,53.9,39,100,66.2,23,8,3.3,0,26.9,26.9,26.8
11-11-2020,81,71.1,61,70,64.5,57,100,83,47,8,4.5,1,26.9,26.9,26.8
12-11-2020,81,72.6,68,73,70.3,68,100,93.1,65,9,6.3,1,27,26.9,26.8
13-11-2020,79,69.6,0,73,69,0,100,95.8,0,15,6.5,0,26.9,26.3,0
14-11-2020,82,72.4,66,73,67.7,63,100,87.1,51,14,7.4,1,26.9,26.9,26.8
15-11-2020,75,71,66,73,70.8,66,100,99.4,94,12,7,1,26.9,26.9,26.8
16-11-2020,79,70.8,68,73,70,68,100,97.3,74,13,6.8,0,26.9,26.9,26.8
17-11-2020,81,73.5,66,72,69.4,66,100,88.1,61,16,9.8,2,26.9,26.9,26.8
18-11-2020,70,68.8,66,70,68.8,66,100,100,100,8,5.7,2,26.9,26.9,26.9
19-11-2020,82,72.3,64,72,66.5,61,100,84.5,51,14,6.8,1,26.9,26.9,26.8
20-11-2020,82,68.9,0,70,59.9,0,100,76,0,12,4.8,0,27,26.9,26.8
21-11-2020,82,69.3,55,66,51.6,34,100,63.1,18,12,4.6,0,27,26.9,26.8
22-11-2020,81,68.7,54,63,54.9,46,100,67.7,30,14,4.7,0,27,26.9,26.9
23-11-2020,79,70.1,61,68,64.4,61,100,84.2,54,14,6,0,27,26.9,26.9
24-11-2020,77,70.1,64,70,66.5,64,100,89.7,65,13,6.8,0,26.9,26.9,26.8
25-11-2020,73,68.9,64,70,66.8,64,100,93.6,78,15,9.1,3,26.9,26.8,26.7
26-11-2020,68,65.8,64,68,65.8,64,100,100,100,14,6.5,0,26.9,26.8,26.8
27-11-2020,72,65.7,63,68,65.2,63,100,98.5,88,10,4.4,0,26.9,26.9,26.8
28-11-2020,77,69.7,63,72,67.5,63,100,93.3,65,9,5.3,0,27,26.9,26.9
29-11-2020,75,69.5,64,72,67.6,64,100,93.6,73,10,5.8,2,27,26.9,26.9
30-11-2020,79,72.4,66,70,65.4,61,100,80.9,54,10,6.5,0,27,26.9,26.9
01-12-2020,77,67.7,61,66,59.6,52,100,78.8,41,13,5.3,0,27,26.9,26.9
02-12-2020,75,68.2,61,68,64.6,61,100,89.2,65,12,5.4,0,27,26.9,26.8
03-12-2020,68,66.8,64,68,66.7,64,100,99.5,94,9,5.8,1,26.9,26.9,26.8
04-12-2020,72,68.8,66,72,68.8,66,100,100,100,12,6.9,3,26.9,26.8,26.8
05-12-2020,73,68.6,66,72,68.5,66,100,99.5,88,10,7.8,5,26.9,26.9,26.8
06-12-2020,73,69.2,66,73,69.1,66,100,99.8,94,13,7.1,2,26.9,26.9,26.8
07-12-2020,79,70.8,68,73,69.4,68,100,95.5,69,16,8,2,27,26.9,26.9
08-12-2020,79,70.9,68,72,69.4,68,100,94.9,74,16,7.2,1,27,26.9,26.9
09-12-2020,77,69.5,63,72,68.2,63,100,95.7,74,13,5.7,0,27,26.9,26.9
10-12-2020,81,68.9,61,66,58.1,39,100,74.9,27,12,4.9,0,27,26.9,26.9
11-12-2020,81,66.1,0,66,55.5,0,100,73.7,0,8,3.5,0,27,26.9,26.9
12-12-2020,79,67.4,57,63,58.3,50,100,77.5,36,7,4.3,0,27,26.9,26.8
13-12-2020,81,67.6,59,66,60.3,54,100,81.3,39,6,3.8,1,27,26.9,26.8
14-12-2020,79,68.2,61,64,60.4,54,100,79.6,42,7,4.1,0,26.9,26.9,26.8
15-12-2020,77,68.3,59,66,61.5,57,100,81.7,50,12,5.2,1,27,26.9,26.9
16-12-2020,77,70,63,70,66.9,63,100,90.8,65,12,5.5,0,27,26.9,26.9
17-12-2020,75,70,64,70,67.4,64,100,92,73,9,6,2,27,26.9,26.9
18-12-2020,79,69.1,59,68,60.5,52,100,78.2,39,15,6.3,1,27,26.9,26.9
19-12-2020,77,67.2,59,68,61.4,57,100,84.4,50,13,5.7,0,27,26.9,26.9
20-12-2020,77,64.3,0,68,58,0,100,79.3,0,102,7.5,0,27,25.9,0
21-12-2020,77,62.1,0,61,53.4,0,100,73.3,0,13,5.5,0,27,25.8,0
22-12-2020,81,64.6,0,64,56.8,0,100,78.3,0,8,4.5,0,27,26.3,0
23-12-2020,79,68.5,61,66,62.8,61,100,84.1,54,7,4.4,1,26.9,26.9,26.8
24-12-2020,79,68.8,61,66,62.6,61,100,82.8,54,8,5.1,1,26.9,26.9,26.8
25-12-2020,81,69.3,63,64,58,45,100,73.2,28,8,5.3,2,26.9,26.9,26.8
26-12-2020,79,67.1,59,63,56.5,46,100,74.4,32,8,4.5,0,27,26.9,26.9
27-12-2020,82,67.3,55,64,58.1,48,100,77.8,32,12,3.9,0,27,26.9,26.8
28-12-2020,81,67.9,57,63,50.1,32,100,61.8,17,9,4.5,1,27,26.9,26.8
29-12-2020,82,70.7,59,68,62.3,52,100,78.8,41,12,6.6,1,26.9,26.9,26.8
30-12-2020,82,72.5,64,68,64.4,55,100,78.5,47,15,8.2,3,26.9,26.9,26.8
31-12-2020,79,70.6,64,68,64.9,61,100,83.9,57,13,7.8,3,27,26.9,26.9
01-01-2021,77,66.9,59,64,59.5,55,100,80.2,47,14,6.7,1,27,26.9,27
02-01-2021,77,68.1,59,68,64.6,59,100,89.9,61,12,6.9,1,27,26.9,27
03-01-2021,79,71.1,66,70,66.4,63,100,87,57,13,8,5,26.9,26.9,27
04-01-2021,75,68.8,64,68,65,63,100,88.7,65,10,5.5,0,26.9,26.9,27
05-01-2021,79,70.4,66,70,67.4,64,100,91,61,12,7,3,26.9,26.9,27
06-01-2021,77,70.1,66,72,68.9,66,100,95.9,74,12,6.5,3,26.9,26.9,27
07-01-2021,77,70.3,66,72,69.5,66,100,97,78,13,6,1,26.9,26.8,27
08-01-2021,79,72,68,72,68.8,64,100,90.4,61,9,5.4,2,26.9,26.8,27
09-01-2021,77,70.6,64,72,66.9,63,100,89.3,61,9,5.5,0,26.9,26.9,27
10-01-2021,81,71,64,70,65.9,61,100,86,51,10,5.3,0,26.9,26.9,27
11-01-2021,77,68.9,0,70,63.9,0,100,83.5,0,10,5.6,1,26.9,26.3,0
12-01-2021,75,67.2,61,66,61.8,57,100,84.8,53,12,5.4,0,26.9,26.9,27
13-01-2021,81,69.7,59,64,59.7,50,100,75.3,39,14,7.3,1,26.9,26.9,27
14-01-2021,79,68.9,59,66,63.1,59,100,83.8,51,14,6.1,1,26.9,26.9,27
15-01-2021,81,70,63,66,62.7,61,100,80.2,51,10,5.7,1,26.9,26.9,27
16-01-2021,82,70.5,61,66,61.5,54,100,77.8,37,8,4.5,0,26.9,26.9,27
17-01-2021,82,69.4,57,66,59.1,46,100,75.3,30,12,5.5,0,26.9,26.9,27
18-01-2021,81,68.5,55,64,57.9,50,100,74.3,36,10,5.5,0,27,26.9,27
19-01-2021,81,69.3,59,64,58.3,52,100,72.7,37,7,4.2,0,27,26.9,27
20-01-2021,84,70.8,57,66,61.5,57,100,75.1,45,9,3.5,0,27,26.9,27
21-01-2021,88,73.3,61,73,61.6,52,100,72.8,29,7,3.1,0,27,26.9,27
22-01-2021,84,71.2,0,70,61.8,0,100,74.5,0,8,4.3,0,27,26.3,0
23-01-2021,82,70.4,61,66,59,54,100,72,37,9,4.5,0,27,26.9,27
24-01-2021,82,69.4,57,64,55.1,45,100,67,26,10,3.7,0,27,26.9,27
25-01-2021,82,67.3,0,64,53.8,0,100,66.6,0,9,5,0,27,26.9,27
26-01-2021,84,66.7,0,61,48.2,0,100,59.5,0,9,5.2,0,27,26.9,27
27-01-2021,82,68.8,59,63,52.6,41,100,64.3,24,13,5.8,0,27,26.9,27
28-01-2021,81,68,55,64,56.1,46,100,71.7,32,10,6.5,3,27,26.9,27
29-01-2021,84,71.5,63,66,60.8,54,100,73.4,37,13,6.1,0,27,26.9,27
30-01-2021,84,71.8,61,64,58.5,52,100,67.8,35,10,5.7,0,27,26.9,27
31-01-2021,84,73,61,64,55.6,48,100,59.9,30,10,6.1,1,27,26.9,27
01-02-2021,82,64.6,0,63,48.9,0,100,56,0,10,6.1,0,27,24.8,0
02-02-2021,81,70.3,61,63,55.5,45,94,64.2,30,13,7.6,5,27,27,27
03-02-2021,81,69.6,59,63,55.8,50,100,64.4,36,14,7.5,0,27,27,27
04-02-2021,81,68.7,55,57,49.7,39,100,57.6,26,12,5.7,0,27,26.9,27
05-02-2021,82,68.5,57,57,48.5,37,94,56.1,21,9,5,0,27,26.9,27
06-02-2021,82,68.6,57,59,49.7,41,100,57.7,23,12,4.7,0,27,26.9,27
07-02-2021,82,69.4,55,55,42.3,30,88,44.2,15,13,5.9,0,27,26.9,27
08-02-2021,82,69.6,57,57,46.3,0,82,48.6,0,15,6.1,0,27,26.9,27
